File,Frame,X,Y,Z,Reliability
-,8234,0.305623,-0.088935,0.044417,0.83
-,8235,0.305723,-0.100524,0.044255,0.9
-,8236,0.305536,-0.112178,0.043892,0.63
-,8237,0.305518,-0.12408,0.043863,0.91
-,8238,0.305583,-0.135806,0.043754,0.76
-,8239,0.305684,-0.147406,0.04359,0.77
-,8240,0.305813,-0.159193,0.043388,0.81
-,8241,0.305683,-0.170773,0.04335,0.87
-,8242,0.305711,-0.18261,0.043416,1.23
-,8243,0.30584,-0.194263,0.043191,0.92
-,8244,0.305676,-0.206041,0.042913,0.87
-,8245,0.305876,-0.21792,0.042733,0.85
-,8246,0.305971,-0.229752,0.042571,0.92
-,8247,0.30612,-0.242041,0.04216,0.78
-,8248,0.306053,-0.253974,0.041956,1.2
-,8249,0.306093,-0.265874,0.041937,0.94
-,8250,0.305745,-0.278102,0.041759,1.12
-,8251,0.306113,-0.290592,0.041491,0.91
-,8252,0.306327,-0.303067,0.04135,0.94
-,8253,0.306573,-0.315911,0.041011,0.79
-,8254,0.306526,-0.328402,0.041058,1.19
-,8255,0.306528,-0.341078,0.04102,1.18
-,8256,0.306679,-0.353898,0.040934,1.14
-,8257,0.30636,-0.367091,0.040655,0.95
-,8258,0.306956,-0.379965,0.04033,0.93
-,8259,0.307042,-0.393024,0.040229,0.96
-,8260,0.307131,-0.406267,0.040214,0.92
-,8261,0.30712,-0.419663,0.039877,1.21
-,8262,0.307275,-0.432547,0.04005,0.97
-,8263,0.307003,-0.44538,0.040114,0.89
-,8264,0.306821,-0.457634,0.040212,0.91
-,8265,0.306154,-0.468651,0.040371,1.23
-,8266,0.306475,-0.479844,0.039931,1
-,8267,0.305621,-0.489466,0.038781,0.79
-,8268,0.304975,-0.497576,0.037143,1.15
-,8269,0.30446,-0.504453,0.035514,0.8
-,8270,0.303589,-0.51019,0.033988,0.9
-,8271,0.302938,-0.515201,0.031976,1.06
-,8272,0.302193,-0.520305,0.029311,1.13
-,8273,0.30134,-0.524532,0.025397,1.11
-,8274,0.300077,-0.528471,0.020958,0.95
-,8275,0.298578,-0.526767,0.021314,1.06
-,8276,0.297417,-0.511922,0.030293,0.9
-,8277,0.296801,-0.492957,0.039067,0.95
-,8278,0.296714,-0.472391,0.046998,1.05
-,8279,0.296922,-0.450723,0.05451,1.24
-,8280,0.298084,-0.429783,0.060347,0.88
-,8281,0.298545,-0.408918,0.066118,0.93
-,8282,0.299998,-0.389468,0.06975,0.81
-,8283,0.301142,-0.36954,0.072972,0.85
-,8284,0.302404,-0.349103,0.075683,0.71
-,8285,0.303717,-0.327966,0.07802,0.6
-,8286,0.304917,-0.305281,0.080171,0.78
-,8287,0.305581,-0.281911,0.082375,0.59
-,8288,0.305283,-0.257552,0.084215,0.87
-,8289,0.30456,-0.233278,0.08538,0.77
-,8290,0.302784,-0.208848,0.085788,0.71
-,8291,0.300234,-0.184186,0.086093,0.67
-,8292,0.296796,-0.158987,0.086358,0.72
-,8293,0.293239,-0.133949,0.086208,0.66
-,8294,0.28939,-0.108945,0.085639,0.83
-,8295,0.285094,-0.083788,0.08482,0.77
-,8296,0.280401,-0.058639,0.084084,0.8
-,8297,0.275602,-0.033146,0.083853,0.78
-,8298,0.271187,-0.007696,0.084338,0.79
-,8299,0.267379,0.017653,0.085734,0.7
-,8300,0.264232,0.043077,0.088684,0.81
-,8301,0.261798,0.067565,0.092641,0.75
-,8302,0.25989,0.091373,0.098063,0.79
-,8303,0.258655,0.11363,0.104381,0.89
-,8304,0.257573,0.134374,0.111514,0.85
-,8305,0.256966,0.15298,0.119044,0.85
-,8306,0.256727,0.169279,0.126211,0.78
-,8307,0.25665,0.183539,0.133018,0.78
-,8308,0.256816,0.194735,0.139126,0.87
-,8309,0.256853,0.202531,0.144629,0.65
-,8310,0.257102,0.207805,0.149014,0.87
-,8311,0.257532,0.21001,0.15106,0.73
-,8312,0.258616,0.209007,0.150648,0.78
-,8313,0.260275,0.20534,0.147857,0.89
-,8314,0.26272,0.198879,0.142637,0.78
-,8315,0.268238,0.190177,0.13293,0.75
-,8316,0.273443,0.181265,0.122048,0.71
-,8317,0.277043,0.175143,0.110472,0.85
-,8318,0.278165,0.169227,0.098337,0.76
-,8319,0.276861,0.161545,0.088426,0.85
-,8320,0.27586,0.152591,0.081109,0.89
-,8321,0.276955,0.14287,0.074481,0.79
-,8322,0.280279,0.132903,0.069044,1.02
-,8323,0.281442,0.122319,0.065067,0.86
-,8324,0.281329,0.111139,0.063672,0.84
-,8325,0.281658,0.099913,0.062423,0.91
-,8326,0.282134,0.089678,0.060888,0.88
-,8327,0.282722,0.07982,0.059288,0.94
-,8328,0.282657,0.06972,0.05751,0.84
-,8329,0.283043,0.060247,0.055767,1.04
-,8330,0.283273,0.050331,0.054724,1.01
-,8331,0.28333,0.040728,0.053711,1.03
-,8332,0.283507,0.030581,0.052887,1.25
-,8333,0.283808,0.020778,0.052504,1.2
-,8334,0.283797,0.010648,0.051982,1.26
-,8335,0.283528,0.000064,0.051215,1.07
-,8336,0.283882,-0.010195,0.050651,1.15
-,8337,0.284043,-0.020653,0.050049,1.2
-,8338,0.284031,-0.031227,0.049513,1.23
-,8339,0.284049,-0.041948,0.049224,1.25
-,8340,0.28415,-0.052807,0.048736,1.2
-,8341,0.284317,-0.063655,0.048548,1.28
-,8342,0.284248,-0.07464,0.048235,1.08
-,8343,0.284342,-0.085874,0.048073,1.12
-,8344,0.284513,-0.097261,0.047738,1.18
-,8345,0.284718,-0.108683,0.047411,1.26
-,8346,0.285139,-0.119989,0.047156,1.21
-,8347,0.285306,-0.13159,0.046819,1.14
-,8348,0.285116,-0.143363,0.046353,1.12
-,8349,0.285185,-0.155297,0.0458,1.18
-,8350,0.284769,-0.167361,0.045399,1.09
-,8351,0.285016,-0.179445,0.045065,1.08
-,8352,0.284955,-0.191365,0.044799,0.69
-,8353,0.285209,-0.203473,0.044551,1.17
-,8354,0.285307,-0.21516,0.044404,1.25
-,8355,0.285214,-0.227142,0.044237,0.92
-,8356,0.285382,-0.2392,0.04398,1.27
-,8357,0.285509,-0.251538,0.043633,1.16
-,8358,0.285562,-0.26336,0.043516,1.28
-,8359,0.285658,-0.275427,0.043247,1.24
-,8360,0.285711,-0.287494,0.042966,1.22
-,8361,0.285705,-0.299588,0.042604,0.91
-,8362,0.285655,-0.311749,0.042414,0.93
-,8363,0.285739,-0.32433,0.042027,0.69
-,8364,0.285571,-0.336282,0.041901,1.1
-,8365,0.285975,-0.34886,0.041654,0.97
-,8366,0.286045,-0.361385,0.041393,1.24
-,8367,0.286189,-0.37439,0.041062,1.27
-,8368,0.286423,-0.386933,0.041044,0.92
-,8369,0.286792,-0.399802,0.040779,1.14
-,8370,0.286848,-0.412647,0.040552,1.21
-,8371,0.286708,-0.425822,0.040279,1.18
-,8372,0.287217,-0.439196,0.03997,1.04
-,8373,0.287268,-0.451885,0.039963,0.94
-,8374,0.287223,-0.46441,0.039805,0.95
-,8375,0.287581,-0.476991,0.039449,0.99
-,8376,0.287528,-0.488811,0.039665,1.27
-,8377,0.287172,-0.500513,0.039996,1.26
-,8378,0.286387,-0.511423,0.040136,1.19
-,8379,0.286137,-0.522344,0.039608,0.91
-,8380,0.285019,-0.530834,0.038761,1.04
-,8381,0.284547,-0.538752,0.036604,1.05
-,8382,0.283794,-0.544481,0.03479,0.85
-,8383,0.283075,-0.549659,0.033272,0.74
-,8384,0.282052,-0.553883,0.031275,1.07
-,8385,0.280787,-0.557827,0.027592,1.12
-,8386,0.279163,-0.561022,0.023543,1.13
-,8387,0.277525,-0.563149,0.019961,1.16
-,8388,0.276867,-0.552468,0.027149,0.98
-,8389,0.276045,-0.533988,0.035882,1.27
-,8390,0.276457,-0.513142,0.04407,1.21
-,8391,0.27839,-0.490503,0.051174,1.06
-,8392,0.280404,-0.467049,0.057894,0.98
-,8393,0.282789,-0.444411,0.062723,0.62
-,8394,0.284163,-0.421053,0.067108,0.98
-,8395,0.285971,-0.398438,0.069696,0.76
-,8396,0.287564,-0.375261,0.071986,0.69
-,8397,0.289301,-0.351525,0.07352,0.57
-,8398,0.29139,-0.326475,0.074835,0.75
-,8399,0.293633,-0.30031,0.076603,0.67
-,8400,0.2956,-0.27317,0.078656,0.66
-,8401,0.297028,-0.245394,0.080764,0.67
-,8402,0.296948,-0.217236,0.083292,0.72
-,8403,0.296056,-0.189258,0.085534,0.63
-,8404,0.29379,-0.161474,0.087729,0.69
-,8405,0.290585,-0.134004,0.089308,0.69
-,8406,0.286439,-0.1069,0.090944,0.85
-,8407,0.281702,-0.080102,0.092338,0.76
-,8408,0.276721,-0.053469,0.093431,0.76
-,8409,0.271706,-0.02694,0.09462,0.85
-,8410,0.266864,-0.000581,0.096038,0.84
-,8411,0.262632,0.02567,0.098074,0.84
-,8412,0.259491,0.051801,0.101113,0.79
-,8413,0.257187,0.077173,0.105073,0.81
-,8414,0.255898,0.101956,0.109823,0.75
-,8415,0.255554,0.125604,0.115481,0.85
-,8416,0.255876,0.147423,0.121546,0.82
-,8417,0.257006,0.167479,0.127992,0.84
-,8418,0.258638,0.184644,0.133981,0.79
-,8419,0.260901,0.198762,0.139902,0.6
-,8420,0.263317,0.210108,0.145993,0.74
-,8421,0.265482,0.217228,0.151095,0.79
-,8422,0.267505,0.221093,0.154602,0.76
-,8423,0.268318,0.221578,0.155332,0.76
-,8424,0.269585,0.218705,0.153453,0.81
-,8425,0.271492,0.212518,0.148642,0.8
-,8426,0.274994,0.203242,0.141051,0.75
-,8427,0.283306,0.193226,0.130154,0.77
-,8428,0.292411,0.183827,0.119398,0.84
-,8429,0.301575,0.17823,0.107566,0.87
-,8430,0.306604,0.172067,0.09424,0.82
-,8431,0.306741,0.164892,0.083153,0.86
-,8432,0.305473,0.155182,0.076308,0.67
-,8433,0.308037,0.145526,0.070377,0.95
-,8434,0.311182,0.134924,0.065437,0.9
-,8435,0.310576,0.123918,0.063919,0.98
-,8436,0.310237,0.112739,0.062942,0.78
-,8437,0.310943,0.103062,0.060631,1.01
-,8438,0.311281,0.093008,0.058546,1.02
-,8439,0.31179,0.083394,0.056542,0.99
-,8440,0.311846,0.073152,0.054721,0.89
-,8441,0.312352,0.063652,0.052752,1.03
-,8442,0.312826,0.053607,0.05229,1.26
-,8443,0.313122,0.043949,0.051422,1.13
-,8444,0.313139,0.033835,0.050687,1.19
-,8445,0.313199,0.023998,0.050298,1.23
-,8446,0.313185,0.013966,0.04982,1.23
-,8447,0.313119,0.003626,0.04949,1.2
-,8448,0.313111,-0.006727,0.049172,1.16
-,8449,0.313043,-0.0174,0.048906,1.16
-,8450,0.313172,-0.027953,0.048499,1.12
-,8451,0.31272,-0.038882,0.048085,1.21
-,8452,0.312927,-0.049819,0.047726,1.05
-,8453,0.312822,-0.061115,0.047041,1.04
-,8454,0.312814,-0.072321,0.046594,1.07
-,8455,0.313098,-0.083425,0.046378,1.16
-,8456,0.313166,-0.09477,0.046137,1.18
-,8457,0.313519,-0.105924,0.045732,1.13
-,8458,0.313504,-0.117367,0.045428,1.12
-,8459,0.313633,-0.128816,0.045232,1.2
-,8460,0.313665,-0.140761,0.04476,1.08
-,8461,0.313546,-0.152548,0.044653,1.15
-,8462,0.313814,-0.164295,0.044521,1.07
-,8463,0.313816,-0.176003,0.044281,1.07
-,8464,0.313784,-0.187683,0.044241,1.2
-,8465,0.313925,-0.199609,0.044011,1.23
-,8466,0.313773,-0.211444,0.043913,1.27
-,8467,0.31383,-0.223714,0.043518,1.12
-,8468,0.313943,-0.235793,0.043304,1.13
-,8469,0.314052,-0.247688,0.04324,1.21
-,8470,0.314238,-0.259994,0.042888,1.05
-,8471,0.313934,-0.272107,0.042717,0.85
-,8472,0.314119,-0.284354,0.042544,0.89
-,8473,0.313974,-0.296749,0.04223,1.14
-,8474,0.313707,-0.308686,0.042091,1.01
-,8475,0.314213,-0.321002,0.041788,1.26
-,8476,0.314289,-0.333273,0.041409,1.05
-,8477,0.31443,-0.345759,0.041157,1.22
-,8478,0.314448,-0.358329,0.040815,0.77
-,8479,0.314685,-0.37082,0.040769,1.16
-,8480,0.314987,-0.383611,0.040684,0.94
-,8481,0.315177,-0.396574,0.040339,1.2
-,8482,0.314866,-0.409128,0.040283,1.24
-,8483,0.314853,-0.422305,0.040034,1.17
-,8484,0.315576,-0.43563,0.039719,1.1
-,8485,0.315543,-0.448651,0.039696,0.88
-,8486,0.315626,-0.461519,0.039653,1.13
-,8487,0.315467,-0.474431,0.039621,0.96
-,8488,0.315651,-0.486874,0.039748,1.18
-,8489,0.315233,-0.498818,0.04005,1.12
-,8490,0.314594,-0.509588,0.04028,1.17
-,8491,0.313972,-0.520084,0.039492,1.03
-,8492,0.313279,-0.529101,0.038284,1.08
-,8493,0.312631,-0.537054,0.036607,1.04
-,8494,0.312169,-0.543126,0.034585,0.8
-,8495,0.311443,-0.548291,0.033062,0.89
-,8496,0.309982,-0.552312,0.031492,1.25
-,8497,0.310131,-0.557403,0.027607,0.8
-,8498,0.308161,-0.56031,0.023317,1.21
-,8499,0.305728,-0.56323,0.018039,1
-,8500,0.303597,-0.552622,0.023832,1.05
-,8501,0.301034,-0.532759,0.032324,0.85
-,8502,0.299652,-0.510386,0.038879,0.95
-,8503,0.297771,-0.48459,0.045714,1.06
-,8504,0.297752,-0.459398,0.050964,1.14
-,8505,0.296605,-0.434096,0.055031,0.84
-,8506,0.2951,-0.408786,0.057626,0.79
-,8507,0.293152,-0.384221,0.059109,0.81
-,8508,0.291189,-0.359369,0.059635,0.59
-,8509,0.28971,-0.333823,0.059365,0.78
-,8510,0.28901,-0.307801,0.058869,0.58
-,8511,0.288837,-0.280524,0.057823,0.74
-,8512,0.288896,-0.252012,0.056891,0.67
-,8513,0.288899,-0.222124,0.055928,0.69
-,8514,0.288167,-0.191675,0.055674,0.73
-,8515,0.286968,-0.160479,0.055911,0.71
-,8516,0.285384,-0.129137,0.056329,0.66
-,8517,0.283368,-0.097874,0.056441,0.72
-,8518,0.281056,-0.066491,0.056794,0.77
-,8519,0.278285,-0.03545,0.057673,0.88
-,8520,0.275027,-0.004398,0.059098,0.79
-,8521,0.271533,0.026716,0.061609,0.8
-,8522,0.267674,0.057624,0.065795,0.76
-,8523,0.263766,0.088225,0.071898,0.77
-,8524,0.260069,0.117854,0.079829,0.79
-,8525,0.256653,0.145578,0.089227,0.64
-,8526,0.253586,0.17152,0.100568,0.75
-,8527,0.251191,0.194575,0.113236,1.03
-,8528,0.249347,0.214187,0.12625,0.77
-,8529,0.249272,0.230326,0.138734,0.74
-,8530,0.25032,0.242121,0.14883,0.74
-,8531,0.252273,0.250741,0.15563,0.75
-,8532,0.254778,0.2561,0.15912,0.82
-,8533,0.257579,0.257283,0.159705,0.73
-,8534,0.262004,0.254572,0.157314,0.79
-,8535,0.267981,0.248795,0.151419,0.74
-,8536,0.276607,0.24064,0.141544,0.79
-,8537,0.285935,0.233577,0.129713,0.85
-,8538,0.295904,0.228368,0.118296,0.83
-,8539,0.302078,0.225832,0.104686,0.82
-,8540,0.304108,0.22226,0.088096,0.87
-,8541,0.302821,0.21731,0.073036,0.86
-,8542,0.304389,0.209976,0.062758,1.22
-,8543,0.306573,0.198777,0.062208,0.93
-,8544,0.306406,0.188449,0.05964,0.71
-,8545,0.306547,0.178309,0.057667,0.89
-,8546,0.307103,0.167152,0.056837,1.1
-,8547,0.306845,0.156225,0.055971,1.17
-,8548,0.306938,0.145592,0.055217,1.17
-,8549,0.307136,0.135105,0.054273,1.14
-,8550,0.30721,0.124791,0.0534,1.19
-,8551,0.307217,0.114146,0.052608,0.84
-,8552,0.30734,0.103776,0.05195,0.82
-,8553,0.30758,0.09319,0.051208,1.22
-,8554,0.307735,0.082755,0.050492,0.9
-,8555,0.308155,0.071929,0.04985,0.96
-,8556,0.308372,0.061383,0.049194,0.89
-,8557,0.308225,0.05082,0.049125,0.78
-,8558,0.308223,0.04054,0.048915,0.96
-,8559,0.30816,0.029763,0.048687,0.81
-,8560,0.308119,0.019418,0.048752,0.88
-,8561,0.30813,0.008904,0.048539,0.91
-,8562,0.308174,-0.002191,0.048409,0.89
-,8563,0.308085,-0.012652,0.048477,1.28
-,8564,0.308146,-0.023715,0.048379,1.01
-,8565,0.308071,-0.034706,0.048125,0.84
-,8566,0.308188,-0.045874,0.048044,1.05
-,8567,0.307986,-0.057281,0.047717,0.7
-,8568,0.308394,-0.068547,0.047332,1.17
-,8569,0.308471,-0.079846,0.04731,0.91
-,8570,0.308769,-0.091277,0.046898,0.84
-,8571,0.308805,-0.10266,0.046711,0.86
-,8572,0.308762,-0.114462,0.046292,0.83
-,8573,0.308949,-0.126444,0.045936,0.74
-,8574,0.308725,-0.138074,0.04561,0.68
-,8575,0.309174,-0.149488,0.045306,0.81
-,8576,0.309314,-0.16098,0.04492,0.79
-,8577,0.309461,-0.172647,0.044563,0.91
-,8578,0.309494,-0.184192,0.044506,0.91
-,8579,0.309322,-0.195858,0.044391,1.07
-,8580,0.309337,-0.207824,0.04419,0.92
-,8581,0.309686,-0.219805,0.043977,0.96
-,8582,0.309755,-0.231877,0.043779,0.93
-,8583,0.309781,-0.244008,0.04356,0.91
-,8584,0.309821,-0.256103,0.043458,0.95
-,8585,0.309655,-0.268391,0.043309,0.95
-,8586,0.309173,-0.280549,0.043141,1.28
-,8587,0.309842,-0.293047,0.04292,0.87
-,8588,0.309919,-0.305515,0.042613,0.79
-,8589,0.309984,-0.317868,0.042442,0.91
-,8590,0.310093,-0.330288,0.042247,1
-,8591,0.310249,-0.343096,0.0418,0.88
-,8592,0.31027,-0.355408,0.04172,1.05
-,8593,0.310172,-0.368081,0.04147,1.1
-,8594,0.310421,-0.380732,0.041266,1.09
-,8595,0.310612,-0.393521,0.040964,0.94
-,8596,0.310653,-0.406349,0.040923,0.99
-,8597,0.310627,-0.419177,0.040717,1.05
-,8598,0.31107,-0.432418,0.040411,0.94
-,8599,0.311144,-0.445688,0.04023,0.77
-,8600,0.311174,-0.458334,0.040286,0.99
-,8601,0.310818,-0.471013,0.040475,0.95
-,8602,0.310776,-0.483058,0.040476,1.1
-,8603,0.309777,-0.494214,0.040526,0.93
-,8604,0.309504,-0.504923,0.039849,1.13
-,8605,0.308793,-0.514198,0.038845,0.97
-,8606,0.307593,-0.521845,0.03723,1.01
-,8607,0.306995,-0.528313,0.035045,0.85
-,8608,0.30644,-0.533873,0.033144,0.92
-,8609,0.304957,-0.538493,0.031496,0.96
-,8610,0.30358,-0.542538,0.027644,1.11
-,8611,0.301765,-0.5454,0.023343,1.04
-,8612,0.299914,-0.547964,0.018554,0.97
-,8613,0.296392,-0.535093,0.027158,0.86
-,8614,0.29381,-0.516417,0.034779,1.26
-,8615,0.291559,-0.495398,0.04164,1.26
-,8616,0.29038,-0.472855,0.047727,0.95
-,8617,0.288666,-0.449443,0.052289,1.25
-,8618,0.287614,-0.426313,0.055168,0.93
-,8619,0.285483,-0.402802,0.057465,0.74
-,8620,0.283156,-0.378842,0.058509,0.78
-,8621,0.281272,-0.354252,0.058719,0.83
-,8622,0.279436,-0.328925,0.0588,0.57
-,8623,0.278397,-0.302593,0.058164,0.57
-,8624,0.27768,-0.275358,0.057096,0.73
-,8625,0.277267,-0.247114,0.055581,0.82
-,8626,0.276624,-0.217587,0.054271,0.73
-,8627,0.275305,-0.187301,0.053736,0.78
-,8628,0.273442,-0.156194,0.053776,0.65
-,8629,0.271502,-0.124781,0.053886,0.79
-,8630,0.269312,-0.093364,0.054117,0.76
-,8631,0.266931,-0.061899,0.054597,0.87
-,8632,0.264402,-0.030632,0.055526,0.76
-,8633,0.261304,0.000843,0.057551,0.81
-,8634,0.258089,0.032074,0.060288,0.74
-,8635,0.254743,0.063125,0.064285,0.85
-,8636,0.251377,0.093896,0.069599,0.76
-,8637,0.247991,0.123683,0.076814,0.69
-,8638,0.244836,0.152317,0.08591,0.79
-,8639,0.241852,0.178682,0.09705,0.72
-,8640,0.239837,0.202283,0.109486,0.7
-,8641,0.238618,0.222913,0.122342,0.82
-,8642,0.238105,0.240214,0.134817,0.84
-,8643,0.23909,0.253682,0.145769,0.84
-,8644,0.240489,0.263521,0.154065,0.91
-,8645,0.242399,0.270444,0.158907,0.72
-,8646,0.244195,0.273891,0.161102,0.78
-,8647,0.246693,0.273338,0.160108,0.72
-,8648,0.250525,0.269514,0.155966,0.74
-,8649,0.255569,0.26274,0.148248,0.74
-,8650,0.261468,0.253635,0.138206,0.84
-,8651,0.267927,0.244976,0.127238,0.8
-,8652,0.274369,0.2387,0.117482,0.77
-,8653,0.277536,0.234698,0.10535,0.82
-,8654,0.278674,0.231165,0.090397,0.83
-,8655,0.278078,0.225569,0.077912,0.87
-,8656,0.278905,0.217502,0.069917,0.91
-,8657,0.281932,0.208089,0.064601,0.96
-,8658,0.282801,0.197667,0.062283,0.73
-,8659,0.282793,0.187435,0.060935,0.93
-,8660,0.282689,0.176945,0.058919,0.86
-,8661,0.282944,0.165583,0.05801,0.7
-,8662,0.283035,0.154715,0.056874,1.17
-,8663,0.283423,0.144072,0.055966,1.27
-,8664,0.283254,0.133641,0.055266,0.81
-,8665,0.283294,0.123154,0.054544,0.87
-,8666,0.283147,0.112675,0.053927,0.81
-,8667,0.283173,0.101989,0.053059,0.9
-,8668,0.283322,0.091578,0.052295,0.82
-,8669,0.283376,0.080822,0.051694,0.87
-,8670,0.283769,0.070068,0.051114,0.99
-,8671,0.283756,0.059405,0.051316,1.23
-,8672,0.283575,0.04903,0.051052,0.92
-,8673,0.283785,0.038749,0.051164,0.99
-,8674,0.283535,0.028397,0.051017,0.89
-,8675,0.283436,0.017849,0.051049,0.87
-,8676,0.283471,0.007525,0.051001,0.83
-,8677,0.283649,-0.003131,0.051056,1.06
-,8678,0.283451,-0.013958,0.051065,0.88
-,8679,0.283411,-0.024864,0.05115,0.84
-,8680,0.283676,-0.035923,0.051208,1.09
-,8681,0.283515,-0.047204,0.051124,0.87
-,8682,0.283607,-0.058622,0.051088,0.97
-,8683,0.28373,-0.069965,0.051061,0.79
-,8684,0.283929,-0.081121,0.050838,0.7
-,8685,0.283972,-0.092645,0.050741,1.23
-,8686,0.28402,-0.104112,0.050516,0.88
-,8687,0.284574,-0.115539,0.050198,1.1
-,8688,0.284064,-0.127752,0.049839,0.71
-,8689,0.284252,-0.139227,0.049453,0.69
-,8690,0.283872,-0.151212,0.048719,0.71
-,8691,0.284293,-0.162811,0.048477,0.89
-,8692,0.284343,-0.174251,0.048363,0.93
-,8693,0.284449,-0.186167,0.04804,0.97
-,8694,0.284452,-0.197793,0.047579,0.97
-,8695,0.284427,-0.209705,0.047214,0.92
-,8696,0.284583,-0.221665,0.046968,0.99
-,8697,0.284417,-0.233709,0.046563,0.85
-,8698,0.284559,-0.245707,0.046312,0.96
-,8699,0.284598,-0.258005,0.045949,0.95
-,8700,0.284631,-0.270517,0.045488,0.81
-,8701,0.284848,-0.282711,0.045278,1.02
-,8702,0.284822,-0.295038,0.044815,0.97
-,8703,0.284947,-0.307265,0.044484,0.98
-,8704,0.285138,-0.319775,0.0439,0.82
-,8705,0.285285,-0.332021,0.043556,0.95
-,8706,0.285185,-0.344243,0.043275,0.89
-,8707,0.285307,-0.356625,0.042867,0.91
-,8708,0.285748,-0.369241,0.042426,0.83
-,8709,0.285901,-0.381486,0.042129,1.08
-,8710,0.286049,-0.39391,0.041661,0.93
-,8711,0.286224,-0.406509,0.041564,0.96
-,8712,0.28641,-0.41925,0.040948,0.95
-,8713,0.286359,-0.431697,0.040834,1.07
-,8714,0.286352,-0.444141,0.040558,1.16
-,8715,0.286883,-0.456867,0.040314,1.13
-,8716,0.28674,-0.468816,0.040171,0.91
-,8717,0.286584,-0.480524,0.040315,1.11
-,8718,0.286467,-0.491503,0.040418,1.03
-,8719,0.285985,-0.502638,0.040177,1.07
-,8720,0.285133,-0.512746,0.039839,0.94
-,8721,0.28517,-0.522786,0.038955,0.95
-,8722,0.283754,-0.530438,0.037419,0.93
-,8723,0.282941,-0.537373,0.035574,1.03
-,8724,0.282274,-0.542975,0.033691,0.87
-,8725,0.281185,-0.548147,0.032015,1.05
-,8726,0.279735,-0.552905,0.028911,1.14
-,8727,0.278707,-0.556841,0.025049,1.08
-,8728,0.276732,-0.560638,0.019426,1.05
-,8729,0.273623,-0.554339,0.022108,1.16
-,8730,0.271933,-0.537417,0.029993,1.03
-,8731,0.269151,-0.515909,0.037101,0.86
-,8732,0.266981,-0.491836,0.044095,1.25
-,8733,0.265701,-0.467801,0.04928,1.04
-,8734,0.263113,-0.442618,0.053505,1.03
-,8735,0.260501,-0.41873,0.055646,0.73
-,8736,0.257329,-0.393929,0.057089,0.78
-,8737,0.254033,-0.369154,0.05761,0.62
-,8738,0.25072,-0.343342,0.057555,0.64
-,8739,0.248104,-0.316902,0.056868,0.93
-,8740,0.245942,-0.289587,0.056122,0.58
-,8741,0.24469,-0.260951,0.054723,0.6
-,8742,0.243056,-0.231363,0.053713,0.66
-,8743,0.24125,-0.200914,0.053494,0.68
-,8744,0.239269,-0.169358,0.053992,0.8
-,8745,0.237331,-0.138021,0.054398,0.74
-,8746,0.234952,-0.106313,0.054864,0.89
-,8747,0.233207,-0.07511,0.055199,0.85
-,8748,0.231178,-0.043783,0.055855,0.89
-,8749,0.228787,-0.012565,0.0572,0.79
-,8750,0.226409,0.018594,0.059398,0.9
-,8751,0.223996,0.049856,0.062503,0.83
-,8752,0.221757,0.080749,0.067259,0.9
-,8753,0.219887,0.111215,0.073981,0.79
-,8754,0.218551,0.140126,0.083353,0.81
-,8755,0.217537,0.166944,0.094711,0.77
-,8756,0.217411,0.190751,0.107434,0.75
-,8757,0.218004,0.212011,0.1211,0.98
-,8758,0.220373,0.229003,0.134271,0.64
-,8759,0.223629,0.242137,0.14616,0.85
-,8760,0.226893,0.251817,0.155121,0.63
-,8761,0.230148,0.258814,0.160847,0.79
-,8762,0.232256,0.261848,0.163634,0.74
-,8763,0.23436,0.260996,0.163121,0.72
-,8764,0.237237,0.25684,0.158307,0.81
-,8765,0.241279,0.250355,0.149137,0.74
-,8766,0.247114,0.243058,0.137118,0.87
-,8767,0.253834,0.235937,0.125372,0.89
-,8768,0.261647,0.231068,0.114106,0.82
-,8769,0.267433,0.227848,0.100337,0.93
-,8770,0.270207,0.223948,0.084274,0.87
-,8771,0.270091,0.217251,0.072144,0.81
-,8772,0.272444,0.208504,0.064921,0.79
-,8773,0.274888,0.198069,0.062525,0.92
-,8774,0.274687,0.187208,0.061257,0.81
-,8775,0.274753,0.177248,0.058672,1.15
-,8776,0.275152,0.166334,0.05757,1.06
-,8777,0.275008,0.155197,0.05632,1.06
-,8778,0.275216,0.144546,0.055277,1.12
-,8779,0.27534,0.133898,0.05441,1.16
-,8780,0.275285,0.123404,0.053352,1.07
-,8781,0.275318,0.113079,0.052526,1.08
-,8782,0.275441,0.102677,0.051595,1.14
-,8783,0.275585,0.092012,0.050541,1.07
-,8784,0.275762,0.081663,0.049814,1.25
-,8785,0.275951,0.070921,0.049032,1.17
-,8786,0.27634,0.060272,0.048214,1.23
-,8787,0.276171,0.049489,0.048055,1.21
-,8788,0.276063,0.038998,0.047728,1.24
-,8789,0.27623,0.028473,0.047575,1.22
-,8790,0.276327,0.018007,0.047368,0.88
-,8791,0.276202,0.007407,0.047243,0.87
-,8792,0.27637,-0.00322,0.047088,1.18
-,8793,0.276256,-0.014129,0.046922,1.28
-,8794,0.276337,-0.02508,0.046778,0.83
-,8795,0.276483,-0.036098,0.046622,0.82
-,8796,0.27639,-0.047282,0.046462,1.26
-,8797,0.276511,-0.058674,0.046315,1.28
-,8798,0.276537,-0.070057,0.046243,1.23
-,8799,0.276641,-0.081503,0.046029,1.25
-,8800,0.276816,-0.092948,0.045668,0.78
